335,88,371,122
334,82,371,117
335,67,374,104
335,61,375,99
342,42,384,82
343,37,385,77
342,27,385,68
335,30,378,71
324,36,366,76
319,35,360,74
312,31,353,70
302,19,344,59
294,26,336,66
297,30,326,58
294,46,322,73
289,52,317,79
287,66,315,93
279,78,314,111
277,83,311,116
285,102,314,130
285,107,314,135
284,105,313,133
284,111,314,139
284,124,314,152
288,129,318,157
292,114,323,143
293,103,324,132
294,91,326,121
296,78,329,109
297,76,330,107
293,69,326,100
292,63,325,94
295,58,327,88
298,63,330,93
304,78,333,105
301,107,329,133
301,65,330,91
300,14,329,42
330,-9,360,20
198,42,233,75
192,54,229,89
186,73,223,108
156,102,195,139
119,140,163,182
101,172,149,217
54,220,113,275
94,54,153,109
94,66,153,121
89,75,159,140
84,65,172,147
81,55,172,140
74,44,168,132
119,63,202,141
328,260,352,283
332,270,356,293
321,274,345,297
311,273,335,296
309,276,333,299
307,281,331,304
308,257,331,279
312,236,335,258
316,214,339,236
318,211,340,233
317,225,339,247
299,215,321,237
295,190,317,212
291,156,313,178
283,149,305,171
266,148,288,170
265,156,287,178
269,146,291,168
270,131,292,153
274,121,296,143
274,107,297,130
276,99,299,122
277,106,300,129
282,85,305,108
275,70,298,93
265,97,288,120
267,122,290,145
269,159,293,183
265,166,289,190
263,145,287,169
265,126,289,150
266,86,289,109
269,71,292,94
269,58,292,81
272,57,295,80
283,50,306,73
285,41,308,64
253,-4,324,67
287,14,313,39
288,10,314,35
281,5,308,31
281,21,308,47
285,40,312,66
300,74,328,101
301,87,329,114
296,92,324,119
306,81,334,108
311,71,339,98
307,63,336,91
299,77,329,106
298,84,329,113
300,93,331,122
307,105,338,134
309,123,340,152
304,124,335,153
302,99,334,129
275,110,307,140
279,162,312,193
297,147,331,179
304,125,339,158
332,144,369,179
340,153,378,189
341,147,378,182
334,120,372,156
323,105,361,141
300,85,338,121
293,78,332,115
287,81,326,118
286,95,324,131
288,97,325,132
288,95,325,130
277,84,314,119
263,69,299,103
261,61,298,96
261,67,298,102
261,72,298,107
264,73,301,108
264,63,301,98
270,63,307,98
276,74,313,109
284,92,320,126
286,96,322,130
288,92,322,124
289,89,322,121
291,94,324,126
294,76,328,109
298,71,332,104
312,82,346,115
323,93,357,126
325,86,359,119
320,71,356,105
318,71,354,105
315,74,351,108
315,98,351,132
314,110,350,144
311,110,347,144
306,102,340,134
302,97,335,128
297,99,330,130
294,98,326,128
289,100,320,129
286,104,317,134
285,113,316,142
285,122,315,151
284,128,314,157
280,127,310,156
277,106,307,135
277,95,307,124
277,79,307,108
276,80,306,109
273,86,303,115
273,96,303,125
275,94,305,123
280,77,310,106
282,75,313,105
285,91,316,121
284,99,315,129
284,103,315,133
278,112,309,141
264,149,295,178
252,180,282,208
246,193,276,222
243,204,273,233
244,202,275,231
252,190,282,218
268,177,298,205
275,175,305,203
281,211,311,239
306,284,329,306
310,219,333,241
315,195,339,218
314,189,339,213
315,206,342,231
324,211,351,237
329,192,356,218
327,177,354,203
331,156,359,183
334,153,362,180
343,181,373,210
347,203,378,233
346,228,378,259
331,216,364,247
312,186,345,217
303,173,336,204
295,151,328,182
297,140,331,172
299,149,333,181
302,178,336,210
308,185,341,217
314,189,347,221
311,181,345,213
302,142,336,174
301,134,335,166
300,136,333,167
301,134,334,165
302,157,335,188
303,165,336,196
304,170,337,201
311,201,344,232
318,218,352,250
318,215,354,249
315,210,351,244
309,200,346,235
305,197,342,232
296,188,330,220
287,174,320,205
285,170,318,201
281,173,315,205
279,180,313,212
294,170,329,203
289,157,323,189
293,145,328,178
287,127,323,161
295,131,331,165
296,137,333,172
290,152,326,186
292,165,329,200
294,187,331,222
294,182,331,217
295,178,333,214
296,175,336,212
303,162,343,199
311,175,351,212
316,181,355,218
318,175,357,212
310,177,348,213
308,187,346,223
303,185,342,222
305,165,345,202
309,164,349,201
315,160,357,199
323,168,367,209
329,164,375,207
332,158,378,201
336,151,382,194
331,144,377,187
323,151,368,193
312,141,356,182
304,160,348,201
294,169,338,210
288,164,332,205
274,169,318,210
268,171,312,212
275,168,319,209
283,175,328,217
288,175,333,217
299,160,345,203
310,147,356,190
313,150,360,194
316,150,362,193
315,140,361,183
312,136,360,181
315,143,364,189
319,137,370,185
322,137,374,186
325,136,377,185
329,125,382,175
325,120,379,171
323,115,378,167
325,114,380,166
330,107,386,160
330,104,387,157
334,216,354,235
328,223,350,244
322,209,345,231
305,191,328,213
298,194,321,216
287,220,310,242
292,231,315,253
295,231,318,253
311,223,334,245
317,213,340,235
327,188,351,211
325,100,376,148
322,105,372,152
322,109,372,156
329,111,380,159
332,107,384,156
322,172,346,195
332,174,366,207
330,170,365,204
314,153,356,194
305,153,347,194
300,149,341,189
288,139,331,181
288,127,330,168
298,113,337,151
305,106,343,143
319,105,353,138
324,106,358,139
342,115,371,143
334,116,364,145
321,124,352,154
315,132,347,163
308,148,338,177
293,165,321,192
290,176,318,203
279,197,307,224
271,204,300,232
266,196,294,223
277,171,307,200
287,158,317,187
304,142,332,170
307,142,334,169
303,150,327,174
312,146,336,170
328,138,352,162
335,130,359,154
347,153,373,179
342,102,371,130
325,75,354,103
317,21,351,53
327,92,361,124
316,109,349,140
310,138,343,169
311,138,344,169
317,125,355,161
316,124,356,162
316,132,358,172
313,139,355,179
310,108,364,159
307,55,367,112
309,47,365,100
310,44,368,99
322,32,377,84
325,46,382,100
328,60,385,114
328,63,387,119
321,82,382,140
321,118,380,174
320,140,384,200
320,140,385,201
311,125,380,189
286,98,380,185
283,100,374,185
285,101,373,183
291,103,380,186
294,94,388,181
286,80,386,173
280,66,383,162
278,65,382,162
277,72,383,171
292,48,334,88
296,61,338,101
297,68,339,108
301,79,343,119
133,70,206,139
129,103,204,174
118,116,193,187
103,44,185,122
94,15,177,94
300,21,335,54
300,31,357,84
305,27,364,82
300,57,335,90
291,82,325,114
290,97,325,130
296,114,330,146
292,115,326,147
286,112,319,143
281,117,316,150
276,132,309,163
269,134,304,167
262,136,299,170
264,144,302,179
264,161,303,197
264,142,306,180
264,123,308,163
264,85,309,126
264,69,309,110
268,63,313,104
275,55,323,98
273,81,320,123
275,103,322,145
284,124,334,169
295,142,348,189
298,165,352,213
299,165,354,214
283,167,341,218
262,151,321,203
244,137,303,189
233,127,292,179
223,108,284,161
223,99,284,152
217,110,280,165
218,129,281,184
215,142,278,197
208,119,271,174
206,130,223,146
217,131,234,147
224,133,241,149
220,115,237,131
211,102,228,118
213,107,230,123
221,121,238,137
222,119,239,135
215,95,232,111
220,82,237,98
225,80,242,96
225,80,242,96
220,77,238,94
211,59,233,80
209,57,231,78
210,66,245,99
215,71,250,104
227,85,262,118
238,103,273,136
240,110,275,143
240,114,276,148
232,116,268,150
222,114,258,148
219,112,255,146
213,104,249,138
211,81,248,116
216,57,253,92
225,50,262,85
249,60,286,95
260,65,297,100
260,67,296,101
250,63,286,97
244,59,280,93
237,58,272,91
240,65,273,96
247,74,280,105
256,88,289,119
253,88,286,119
249,82,282,113
251,84,283,114
260,86,291,115
276,84,307,113
276,68,306,96
276,62,306,90
273,74,302,101
269,86,297,112
262,90,290,116
261,58,290,85
229,6,326,97
238,-19,347,83
247,-21,359,83
255,-25,369,81
255,-42,369,64
241,-59,357,49
296,30,313,46
NaN,NaN,NaN,NaN
262,4,287,28
261,32,288,58
262,34,289,60
259,35,286,61
266,35,293,61
289,30,316,56
294,17,321,43
294,24,321,50
286,32,314,59
283,19,311,46
281,9,309,36
271,28,298,54
269,29,297,56
164,-55,342,117
161,-72,353,114
161,-102,362,93
147,-125,376,97
-64,-329,587,302
-69,-308,582,323
-85,-289,575,351
-98,-288,583,372
-106,-275,592,401
-106,-264,592,412
-129,-259,605,452
-151,-277,618,468
-158,-282,618,470
-187,-310,647,498
-216,-337,656,508
-250,-357,663,528
-290,-385,704,578
-280,-389,756,615
-285,-364,751,640
-285,-318,751,686
-287,-296,760,719
-306,-292,779,760
-314,-318,788,750
-347,-377,839,773
-344,-399,854,762
-350,-426,864,751
286,37,306,56
296,33,317,53
303,29,324,49
311,38,332,58
312,35,334,56
313,41,335,62
311,61,334,83
308,64,331,86
305,76,328,98
298,84,320,105
294,79,316,100
282,74,304,95
277,70,299,91
273,64,295,85
271,68,293,89
263,75,285,96
257,94,279,115
256,100,278,121
257,108,280,130
253,112,276,134
252,106,275,128
251,111,274,133
246,115,269,137
233,100,256,122
230,103,253,125
231,128,254,150
233,133,256,155
235,102,259,125
241,104,265,127
239,109,264,133
231,103,256,127
227,109,252,133
226,120,251,144
223,128,249,153
223,119,250,145
220,116,247,142
223,120,251,147
164,68,181,84
156,67,173,83
133,54,150,70
125,67,142,83
121,55,138,71
118,51,136,68
117,77,135,94
115,108,133,125
111,125,129,142
102,147,121,165
82,136,101,154
69,131,88,149
42,122,61,140
29,118,49,137
2,107,24,128
-10,106,11,126
12,84,52,122
4,78,44,116
-10,69,30,107
-18,76,26,117
-100,45,92,224
-106,65,87,245
-119,96,76,278
-124,140,71,322
-136,152,67,341
-28,109,203,324
-56,116,184,340
-82,107,169,341
-92,97,160,332
-93,89,161,326
-96,79,165,322
-96,79,165,322
-95,104,162,343
-104,91,154,331
-105,74,150,311
-121,57,151,310
-156,-4,176,305
-170,-19,174,301
261,9,296,42
270,14,304,46
278,13,311,44
280,24,312,54
288,50,318,78
307,58,336,85
308,80,338,108
307,84,339,114
303,81,339,115
307,107,343,141
309,124,346,159
307,141,344,176
303,152,339,186
300,166,336,200
300,170,337,205
302,169,339,204
298,152,335,187
299,119,336,154
305,104,342,139
308,99,345,134
303,77,340,112
289,44,326,79
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
303,21,338,54
NaN,NaN,NaN,NaN
297,21,332,54
273,26,307,58
269,35,302,66
269,52,301,82
269,67,301,97
266,73,296,101
262,80,292,108
262,56,291,83
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
381,282,403,303
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
289,10,318,38
312,41,340,67
324,8,350,33
332,7,358,32
351,8,377,33
273,-17,340,48
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
386,41,416,70
-13,-239,616,369
-24,-271,634,365
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
380,1,406,27
248,31,390,173
240,140,291,188
176,140,196,159
168,197,188,216
164,224,184,243
361,15,389,42
363,23,391,50
364,28,391,54
362,26,389,52
361,14,387,39
363,24,389,49
368,73,395,99
370,102,397,128
380,123,407,149
381,112,408,138
373,123,400,149
352,150,379,176
350,165,377,191
356,168,383,194
358,175,384,201
357,193,383,219
355,196,381,222
355,185,381,211
351,181,377,207
344,177,370,203
340,173,366,199
337,161,364,187
335,153,361,179
330,146,356,172
326,139,352,165
326,121,352,147
327,117,353,143
330,121,356,147
325,102,352,129
334,97,362,124
327,95,355,122
325,88,353,115
320,85,347,111
314,99,340,125
304,107,330,133
300,112,326,138
286,112,312,138
283,107,309,133
287,113,314,140
292,128,321,157
290,125,321,155
287,116,319,146
294,88,328,120
304,75,337,106
308,79,341,110
310,94,344,126
308,96,342,128
307,103,341,135
306,109,340,141
302,112,336,144
288,84,324,118
298,89,335,124
292,101,329,136
299,92,337,128
309,80,349,118
314,84,355,123
324,108,366,147
329,118,370,156
335,113,380,155
340,110,387,154
344,116,392,161
341,109,389,154
340,90,389,136
339,84,392,133
337,84,391,134
333,83,388,134
333,79,388,130
334,79,391,132
331,96,390,151
315,97,376,154
314,94,376,152
318,97,381,156
338,95,401,154
351,81,416,142
357,73,424,136
364,69,434,134
365,68,436,133
355,74,427,140
346,85,419,152
341,88,413,154
341,88,413,154
353,88,422,152
357,88,427,153
344,196,364,215
330,190,350,209
312,194,332,213
303,197,321,214
298,193,316,210
287,165,304,181
280,106,310,134
292,99,322,127
314,115,344,143
310,119,340,147
288,117,318,145
304,126,334,154
301,130,331,158
292,118,320,144
288,48,330,88
283,34,324,73
282,36,322,74
276,36,315,73
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
322,16,342,35
329,37,349,56
343,68,363,87
344,61,364,80
349,67,369,86
356,88,377,108
372,101,395,123
392,64,434,104
415,64,465,111
450,82,467,98
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
282,76,312,105
260,40,370,146
255,28,366,135
253,-15,360,88
252,-33,359,70
260,-33,371,74
269,-30,379,76
270,-41,382,67
285,9,314,37
275,15,305,43
270,25,300,53
260,29,289,56
257,34,286,61
260,42,288,68
262,52,290,78
256,62,284,88
276,65,303,90
282,49,311,75
299,53,330,82
297,55,328,84
294,39,326,69
293,55,325,85
294,65,325,94
298,79,329,108
309,79,340,108
372,63,405,94
449,44,483,76
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
446,66,467,86
369,94,400,124
294,89,325,119
280,83,310,112
250,73,281,103
243,76,278,110
232,88,282,137
234,80,302,146
42,141,77,174
30,122,104,192
88,144,130,184
89,144,131,184
46,85,210,241
-8,67,204,269
3,65,229,280
3,65,229,280
22,69,248,284
22,69,248,284
53,73,281,290
52,73,283,293
64,79,295,299
76,81,312,306
79,79,320,308
99,81,340,310
98,83,341,314
106,85,358,325
104,83,359,326
103,84,361,330
103,91,362,338
94,88,371,353
404,152,421,168
390,147,407,163
363,136,382,154
347,133,366,151
328,129,348,148
296,120,319,142
278,116,303,139
259,115,284,138
236,114,263,139
227,119,254,144
280,144,300,163
195,129,230,162
182,131,217,164
146,131,181,164
93,146,131,181
90,148,128,183
130,145,252,257
216,140,345,258
242,141,370,258
266,140,395,258
321,143,441,253
348,143,468,253
400,143,519,252
NaN,NaN,NaN,NaN
298,246,315,262
342,237,359,253
364,233,380,248
196,173,219,195
208,177,229,197
210,179,231,199
209,175,230,195
213,174,232,192
219,172,237,189
222,171,240,188
206,164,226,183
208,163,228,182
200,161,221,181
193,157,218,181
361,157,386,181
342,149,404,208
340,151,406,213
337,179,422,259
337,188,422,268
337,188,422,268
332,181,421,265
280,78,300,97
280,74,299,92
280,72,298,89
282,69,303,89
284,81,299,96
287,92,298,103
273,71,304,102
270,61,293,84
258,61,282,85
212,214,229,230
256,158,276,177
262,150,279,166
265,161,289,184
216,142,240,165
140,121,242,218
76,104,261,280
53,96,289,321
47,96,310,347
310,208,330,227
299,204,320,224
298,200,319,220
292,194,313,214
288,186,309,206
270,162,291,182
268,141,289,161
271,108,292,128
285,116,305,135
293,138,313,157
301,143,321,162
285,116,327,156
388,164,405,180
394,165,411,181
382,172,398,187
310,45,361,93
316,50,365,96
313,58,360,102
311,63,357,106
298,56,342,97
291,48,334,88
284,46,325,84
281,50,320,86
280,49,319,85
276,46,314,81
264,55,301,89
238,53,274,86
237,47,273,80
253,35,289,68
283,40,319,73
290,49,326,82
294,54,331,88
300,83,335,115
301,100,335,132
298,105,331,136
275,77,307,107
270,67,302,97
268,67,299,96
274,60,305,89
276,55,307,84
280,50,311,79
283,55,314,84
292,63,323,92
308,55,340,85
319,53,351,83
334,52,365,81
330,48,361,77
317,45,348,74
312,49,343,78
314,60,344,88
317,71,347,99
320,72,350,100
314,54,344,82
313,43,343,71
322,45,352,73
333,52,363,80
331,48,361,76
326,45,356,73
323,69,360,103
327,84,364,118
330,94,367,128
327,87,365,122
322,78,359,112
313,64,350,98
302,56,340,91
297,65,335,100
296,72,334,107
288,78,326,113
279,72,318,108
274,67,314,104
270,60,311,98
270,62,311,100
272,66,314,105
274,73,317,113
278,84,322,125
276,82,321,124
282,90,311,118
280,91,309,119
268,85,298,114
253,74,284,104
251,79,283,110
249,103,282,135
249,120,282,152
250,143,283,175
248,139,282,172
249,137,284,171
254,170,289,204
250,282,267,298
246,277,263,293
243,255,260,271
239,262,256,278
231,273,247,288
224,277,240,292
206,273,221,287
198,267,213,281
183,262,206,284
181,259,204,281
173,247,198,271
166,233,193,259
160,205,191,235
160,203,191,233
158,205,192,238
152,205,184,236
131,195,164,227
123,196,156,228
124,200,157,232
122,198,159,234
127,211,162,245
139,196,187,242
147,202,198,251
171,205,220,252
171,205,220,252
164,199,226,259
149,220,220,289
135,229,211,303
97,230,183,313
76,224,166,311
-13,178,162,348
-27,226,136,385
-228,-39,370,544
-223,-36,368,540
-222,-36,366,537
-253,-44,373,566
-194,44,323,548
-193,50,326,556
138,117,173,150
140,105,175,138
150,109,184,141
157,114,191,146
174,90,208,122
174,60,208,92
175,70,209,102
177,85,211,117
183,93,217,125
201,85,235,117
217,61,250,92
217,67,250,98
212,109,243,138
208,121,239,150
197,86,228,115
189,81,220,110
196,106,230,138
203,108,237,140
196,84,230,116
194,69,228,101
191,73,226,106
195,85,230,118
192,76,227,109
195,48,233,83
200,55,237,89
222,82,258,115
232,81,268,114
216,67,252,100
226,84,262,117
245,112,286,150
251,83,291,120
249,67,289,104
234,0,254,19
233,21,255,42
233,39,255,60
228,15,251,37
177,-27,247,40
192,-32,262,35
191,-21,264,49
187,-16,345,136
179,-8,337,144
149,-29,314,130
167,-48,342,121
180,-32,370,151
179,-16,370,168
160,-7,357,183
175,-35,386,168
167,-28,382,179
157,-9,379,205
149,-9,380,213
273,138,302,166
274,133,304,162
283,124,315,155
298,100,332,132
305,89,340,122
324,65,360,98
330,51,368,85
334,31,373,66
319,4,386,64
319,-6,386,54
324,-15,391,45
335,2,405,64
341,14,411,76
355,32,426,95
363,54,435,118
365,69,436,132
367,95,440,160
372,113,445,178
111,237,146,270
117,214,150,245
127,197,157,226
350,228,367,244
347,238,363,253
NaN,NaN,NaN,NaN
388,106,456,170
393,61,463,127
399,31,472,100
446,66,466,85
451,42,468,58
450,138,467,154
379,26,516,155
210,14,362,157
432,98,452,117
450,44,467,60
299,-55,587,216
278,-71,609,240
271,-25,620,303
262,-6,610,321
236,15,588,346
220,32,558,350
211,38,547,354
191,43,526,358
175,40,507,352
171,35,503,347
339,69,374,102
334,74,369,107
334,87,368,119
336,93,370,125
336,98,370,130
332,96,366,128
323,90,357,122
318,86,352,118
308,77,341,108
308,66,341,97
312,57,344,88
310,31,342,61
315,22,348,53
320,22,353,53
324,36,355,65
323,49,354,78
317,68,347,97
313,70,343,99
308,87,338,116
302,102,332,131
287,115,317,144
268,107,297,135
258,101,288,129
240,104,270,132
232,119,262,147
231,123,262,152
232,125,263,154
234,142,266,172
235,150,267,180
236,151,268,181
245,145,277,175
257,147,289,177
270,151,302,181
269,140,301,170
255,128,287,158
259,132,291,162
258,137,290,167
267,139,299,169
251,100,283,130
229,56,264,88
212,88,247,120
210,138,244,170
211,147,245,179
228,147,262,179
249,156,283,188
259,150,293,183
263,137,298,171
270,115,306,150
283,112,319,147
293,113,330,149
294,115,331,151
301,119,339,156
304,122,342,159
315,118,354,156
317,113,356,151
317,108,356,146
314,98,354,137
310,94,350,133
303,103,343,142
302,109,342,148
300,122,341,162
300,137,341,177
306,167,349,209
307,181,350,223
315,204,359,247
309,215,354,259
312,215,358,260
316,208,363,254
301,168,344,210
303,128,346,170
277,77,321,120
276,59,321,103
277,62,322,106
290,70,335,114
309,47,354,91
323,37,370,83
325,44,373,91
326,54,375,102
319,23,369,72
316,17,367,67
315,23,366,73
314,35,365,85
313,38,364,88
312,30,363,80
308,20,359,70
308,23,361,75
312,126,329,142
306,123,324,140
287,98,307,117
277,84,297,103
275,65,295,84
283,59,303,78
295,62,314,80
304,67,323,85
333,87,352,105
339,91,358,109
341,91,360,109
302,162,326,185
298,165,322,188
277,143,303,168
277,134,303,159
279,125,307,152
306,96,326,115
308,111,326,128
297,105,334,140
301,114,340,151
290,96,376,178
291,97,375,177
285,96,380,187
272,91,370,185
270,78,364,168
268,79,360,167
268,79,360,167
258,84,358,180
253,94,355,192
237,78,343,180
236,47,352,158
240,47,361,162
254,69,380,189
253,87,379,207
254,88,378,206
251,87,374,204
332,32,356,55
340,33,364,56
347,35,371,58
355,24,379,47
351,6,375,29
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
331,12,368,47
280,124,315,157
276,146,310,178
270,182,300,210
263,180,298,213
250,160,295,203
250,148,296,192
253,137,303,185
259,136,310,185
259,142,310,191
262,163,315,214
271,196,318,242
303,141,338,174
305,141,340,174
311,95,347,129
317,69,353,103
318,69,354,103
304,27,372,91
301,11,369,75
300,-12,371,55
318,0,353,33
313,2,346,33
312,0,344,30
200,-42,327,77
212,-29,314,67
212,-17,310,76
210,-12,308,81
207,-2,304,90
300,18,317,34
294,26,318,49
296,19,320,42
301,25,344,66
306,34,323,50
299,21,317,37
301,44,318,59
308,59,325,74
309,61,326,76
307,52,321,65
307,47,321,60
294,2,314,21
294,1,315,21
293,-1,314,19
291,-2,314,20
294,1,317,23
299,11,323,34
297,20,325,47
298,64,331,95
311,43,344,74
307,7,339,38
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
404,238,424,257
208,274,225,290
146,228,292,365
310,215,456,352
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
289,4,328,41
254,1,400,140
249,18,386,148
226,6,371,143
225,3,372,142
221,-13,374,131
221,-22,375,123
218,-38,374,109
212,-63,392,107
212,-63,392,107
212,-59,393,112
209,-48,390,123
208,-43,393,132
209,-21,406,165
206,16,414,213
217,20,429,221
205,-3,423,204
217,-36,437,173
220,-67,452,153
219,-56,470,182
218,-46,500,221
218,-46,501,222
215,-49,504,225
215,-49,505,226
215,-49,505,226
223,-37,507,232
222,-22,510,251
215,-34,503,239
206,-45,499,233
218,-40,530,256
216,-31,513,251
222,-27,537,272
230,-24,545,275
233,-33,554,272
237,-32,559,274
240,-36,551,259
239,-37,552,260
239,-36,551,260
232,-36,544,260
229,-32,546,269
228,-30,547,273
228,-19,542,280
225,-13,539,286
200,5,514,304
180,16,480,302
124,27,423,312
108,14,412,304
64,2,381,305
-3,16,379,381
-22,44,360,409
-39,76,347,445
-46,76,349,453
-11,99,376,469
43,97,442,479
25,0,581,532
85,-17,617,492
97,-28,638,489
119,-30,667,494
121,-39,679,495
133,-48,680,476
134,-56,686,473
129,-73,691,465
123,-75,703,480
132,-59,712,496
119,-83,726,497
133,-76,712,477
130,-68,710,486
177,-14,667,454
169,-17,675,467
167,-14,679,476
160,-19,692,490
165,-18,697,491
153,-46,714,491
153,-79,726,469
165,-127,746,428
336,80,356,99
344,75,364,94
352,52,372,71
355,60,373,77
350,77,367,93
348,84,365,100
348,88,364,103
357,107,371,120
358,110,372,123
354,101,368,114
356,93,369,105
351,82,364,94
334,61,347,73
328,59,340,70
314,73,330,88
298,93,313,107
275,60,290,74
265,45,280,59
243,62,255,74
209,36,278,105
209,15,278,84
212,13,281,82
219,13,288,82
224,11,293,80
231,7,297,73
232,7,297,72
216,-1,277,60
211,5,270,64
230,43,290,103
240,65,298,123
251,67,308,124
242,61,300,119
236,50,297,111
234,56,295,117
234,56,295,117
223,34,286,97
223,44,286,107
222,45,283,106
218,38,279,99
223,48,285,110
226,55,286,115
224,53,286,115
219,45,285,111
219,49,287,117
221,62,293,134
216,55,291,130
216,65,292,141
215,72,294,151
258,57,293,90
252,58,287,91
241,48,276,81
240,38,275,71
232,17,268,51
213,10,248,43
194,5,228,37
192,30,224,60
194,42,225,71
198,39,229,68
203,36,234,65
NaN,NaN,NaN,NaN
34,0,216,171
38,14,220,185
23,15,204,185
3,14,185,185
5,11,191,186
5,28,191,203
7,53,166,203
-4,69,145,210
-38,51,123,203
-90,38,80,199
-57,100,18,171
224,286,248,309
248,280,266,297
266,256,284,273
330,41,348,58
416,274,436,293
330,204,350,223
324,158,344,177
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
248,0,290,40
NaN,NaN,NaN,NaN
246,2,284,38
255,20,306,68
258,27,309,75
249,52,298,98
247,68,295,113
243,92,291,137
239,83,287,128
235,71,282,116
246,67,295,114
254,76,304,124
274,86,325,135
276,72,326,120
272,73,322,121
272,79,323,128
266,92,318,142
260,72,314,124
277,35,331,87
308,0,365,55
316,-17,374,39
309,-34,368,23
320,-40,378,16
320,-40,378,16
311,-41,375,21
303,-45,368,18
293,-40,360,25
294,-34,360,30
309,-33,374,30
314,-25,376,35
330,0,365,33
332,20,365,51
330,37,362,67
303,64,334,93
275,67,307,97
258,63,290,93
229,53,261,83
214,48,246,78
209,49,241,79
210,54,242,84
224,70,256,100
233,87,265,117
